/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_13_693.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_13_693.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_13_693.jpg,-0.1075788,0,0,29.8236
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_13_789.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_13_789.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_13_789.jpg,-0.10631,0,0,29.52089
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_13_856.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_13_856.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_13_856.jpg,-0.10631,0,0,29.28263
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_13_944.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_13_944.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_13_944.jpg,-0.10631,0,0,29.04623
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_027.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_027.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_027.jpg,-0.10631,0,0,28.81174
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_112.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_112.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_112.jpg,-0.10631,0,0,28.57914
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_198.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_198.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_198.jpg,-0.1021904,0,0,28.29128
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_291.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_291.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_291.jpg,-0.09810038,0,0,28.0635
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_371.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_371.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_371.jpg,-0.09810038,0,0,27.83744
/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/center_2020_12_11_16_16_14_463.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/left_2020_12_11_16_16_14_463.jpg,/Users/crocodileandi/Documents/Hagenberg/5.Semester/ATF/TrainingData/IMG/right_2020_12_11_16_16_14_463.jpg,-0.09810038,0,0,27.55727
